date,ticker,open,high,low,close,volume
2026-02-05,AAPL,278.13,279.5,273.23,275.91,52977440
2026-02-06,AAPL,277.12,280.905,276.925,278.12,50453410
2026-02-09,AAPL,277.905,278.2,271.7,274.62,44623400
2026-02-10,AAPL,274.885,275.37,272.94,273.68,34376900
2026-02-11,AAPL,274.695,280.18,274.45,275.5,51931280
2026-02-12,AAPL,275.59,275.72,260.18,261.73,81077230
2026-02-13,AAPL,262.01,262.23,255.45,255.78,56290670
2026-02-17,AAPL,258.05,266.29,255.54,263.88,58469090
2026-02-18,AAPL,263.6,266.82,262.45,264.35,34203340
2026-02-19,AAPL,262.6,264.48,260.05,260.58,30845290
2026-02-20,AAPL,258.97,264.75,258.16,264.58,42070500
2026-02-23,AAPL,263.49,269.43,263.381,266.18,37308160
2026-02-24,AAPL,267.86,274.89,267.71,272.14,47014620
2026-02-25,AAPL,271.78,274.94,271.05,274.23,33714340
2026-02-26,AAPL,274.945,276.11,270.795,272.95,32345110
2026-02-27,AAPL,272.81,272.81,262.89,264.18,72366510
2026-03-02,AAPL,262.41,266.53,260.2,264.72,41827950
2026-03-03,AAPL,263.48,265.56,260.13,263.75,38568920
2026-03-04,AAPL,264.65,266.15,261.42,262.52,39803120
2026-03-05,AAPL,260.79,261.555,257.25,260.29,49658630
2026-03-06,AAPL,258.63,258.77,254.37,257.46,41120040
2026-03-09,AAPL,255.69,261.15,253.6805,259.88,38218530
2026-03-10,AAPL,257.645,262.48,256.95,260.83,30590770
2026-03-11,AAPL,261.09,262.13,259.55,260.81,26218930
2026-03-12,AAPL,258.66,258.95,254.18,255.76,40794020
2026-03-13,AAPL,255.48,256.33,249.52,250.12,36929990
2026-03-16,AAPL,252.105,253.885,249.88,252.82,32074210
2026-03-17,AAPL,252.955,255.13,252.18,254.23,32361610
2026-03-18,AAPL,252.625,254.94,249,249.94,35757870
2026-03-19,AAPL,249.4,251.83,247.3,248.96,34864080
2026-03-20,AAPL,247.975,249.1999,246,247.99,88331080
2026-03-23,AAPL,253.97,254.6,250.28,251.49,40546110
2026-03-24,AAPL,250.35,254.825,249.55,251.64,45152290
2026-03-25,AAPL,254.095,255,251.6,252.62,28476670
2026-03-26,AAPL,252.115,257,250.77,252.89,41796650
2026-03-27,AAPL,253.9,255.493,248.07,248.8,47900000
2026-03-30,AAPL,250.07,250.87,245.51,246.63,39446210
2026-03-31,AAPL,247.91,255.48,247.101,253.79,49598090
2026-04-01,AAPL,254.08,256.18,253.33,255.63,40059430
2026-04-02,AAPL,254.2,256.13,250.65,255.92,31289370
2026-04-06,AAPL,256.51,262.16,256.46,258.86,29329910
2026-04-07,AAPL,256.155,256.2,245.7,253.5,62148010
2026-04-08,AAPL,258.45,259.7499,256.53,258.9,41032770
2026-04-09,AAPL,259,261.12,256.07,260.49,28121570
2026-04-10,AAPL,259.98,262.19,259.0231,260.48,31291470
2026-04-13,AAPL,259.73,260.18,256.66,259.2,36234700
2026-04-14,AAPL,259.245,261.93,257.19,258.83,48370710
2026-04-15,AAPL,258.16,266.56,257.81,266.43,49913510
2026-04-16,AAPL,266.8,267.16,261.27,263.4,43323110
2026-04-17,AAPL,266.96,272.3,266.72,270.23,61436230
2026-04-20,AAPL,270.33,274.275,270.29,273.05,36590170
2026-04-21,AAPL,271.5,272.8,265.4,266.17,50209760
2026-04-22,AAPL,267.82,273.74,266.87,273.17,43249200
2026-04-23,AAPL,275.045,275.77,271.65,273.43,33399640
2026-04-24,AAPL,272.755,273.06,269.65,271.06,38157110
2026-04-27,AAPL,266.09,268.36,265.07,267.61,41466760
2026-04-28,AAPL,272.335,273.23,268.66,270.71,40018940
2026-04-29,AAPL,267.55,271.04,267.04,270.17,30047870
2026-04-30,AAPL,270.5,276,268.14,271.35,91848230
2026-05-01,AAPL,278.855,287.22,278.37,280.14,79915440
2026-05-04,AAPL,279.655,280.63,274.8601,276.83,46668400
2026-05-05,AAPL,276.925,284.57,276.501,284.18,49311710
2026-05-06,AAPL,281.915,288.03,281.07,287.51,58336070
2026-05-07,AAPL,289.27,292.13,285.78,287.44,45224300
2026-05-08,AAPL,290.01,294.76,290,293.32,52692760
2026-05-11,AAPL,291.979,293.88,290.23,292.68,42247290
2026-05-12,AAPL,292.56,295.27,292.56,294.8,45748130
2026-05-13,AAPL,293.5,300.92,293.5,298.87,52684260
2026-05-14,AAPL,299.82,300.45,295.38,298.21,35324920
2026-05-15,AAPL,297.9,303.2,296.52,300.23,54862840
2026-05-18,AAPL,300.24,300.66,294.91,297.84,34482960
2026-05-19,AAPL,296.97,300.51,296.35,298.97,42243560
2026-05-20,AAPL,298.18,302.8,298.08,302.25,38229840
2026-05-21,AAPL,301.055,305.54,300.4,304.99,42965130
2026-05-22,AAPL,306.12,311.4,305.84,308.82,43670220
2026-05-26,AAPL,309.56,311.82,307.67,308.33,48000490
2026-05-27,AAPL,308.33,313.26,308.3,310.85,50430920
2026-05-28,AAPL,310.68,312.8,309.57,312.51,48220390
2026-05-29,AAPL,311.775,315,309.53,312.06,70026750
2026-06-01,AAPL,309.625,310.94,305.02,306.31,48849930
2026-06-02,AAPL,307.46,315.45,306.685,315.2,44534720
2026-06-03,AAPL,314.175,316.94,308.85,310.26,50836710
2026-06-04,AAPL,313.23,313.54,309.65,311.23,44869130
2026-06-05,AAPL,312.86,315.17,307.15,307.34,65310500
2026-06-08,AAPL,308.739,317.4,301.17,301.54,77949080
2026-06-09,AAPL,300.275,300.75,287.78,290.55,70108850
2026-06-10,AAPL,290.74,294.75,287.38,291.58,52793270
2026-06-11,AAPL,293.72,297,289.59,295.63,42572500
2026-06-12,AAPL,296.03,297.14,289.62,291.13,38784790
2026-06-15,AAPL,294.12,297.78,291.7,296.42,45732570
2026-06-16,AAPL,295.245,300.48,293.97,299.24,39874400
2026-06-17,AAPL,300.845,302.07,294.36,295.95,42745060
2026-06-18,AAPL,298.11,300.57,295.62,298.01,85962200
2026-06-22,AAPL,297.31,302.42,296.76,297.01,44879910
2026-06-23,AAPL,297.538,301.64,294.18,294.3,52010930
2026-06-24,AAPL,295.355,299.7,292.94,293.08,53081860
2026-06-25,AAPL,287.4,288.8,273.75,275.15,107253700
2026-06-26,AAPL,275,285.95,274.21,283.78,261775500
2026-06-29,AAPL,286.73,288.3697,279.85,281.74,66427000
2026-06-30,AAPL,281.17,289.94,280.695,289.36,65100160
2026-07-01,AAPL,293.44,296.59,289.195,294.38,50164230
2026-07-02,AAPL,294.12,309.42,293.68,308.63,75400630
2026-07-06,AAPL,307.36,314.2,307,312.66,53589980
2026-07-07,AAPL,315.29,315.48,310.15,310.66,42490000
2026-07-08,AAPL,311.91,314.82,307.05,313.39,41323480
2026-07-09,AAPL,310.51,316.53,308.16,316.22,48124490
2026-07-10,AAPL,314.72,316.91,312.17,315.32,34132320
2026-07-13,AAPL,317.015,323.45,315.78,317.31,43257800
2026-07-14,AAPL,313.76,316.19,311.91,314.86,36336830
2026-07-15,AAPL,317.615,328.73,317.32,327.5,60957640
2026-07-16,AAPL,328.005,334.68,326.79,333.26,62970620
2026-07-17,AAPL,331.98,334.99,329.0006,333.74,63407060
2026-07-20,AAPL,333.505,333.71,323.68,326.59,53468010
2026-07-21,AAPL,323.13,329.6,322.2204,327.74,41338920
2026-07-22,AAPL,327.87,328.9995,323.34,325.89,38755930
2026-07-23,AAPL,321.73,323.3,319.35,321.66,40840780
2026-07-24,AAPL,321.79,334.37,321.62,333.02,47489420
2026-07-27,AAPL,334.54,339.57,334.02,336.91,49604300
2026-07-28,AAPL,340.03,342.89,335.6,340.08,51859040
2026-07-29,AAPL,339.73,344.5699,337.3501,338.19,56090840
2026-07-30,AAPL,333.1,334.75,329.59,333.43,74817790
2026-07-31,AAPL,304.81,310.69,300,308.91,132489100
2026-08-03,AAPL,309.58,311.8,302.56,303.42,75051950
2026-08-04,AAPL,302.725,310.42,301.32,309.38,68000970
2026-08-05,AAPL,309.36,311.71,305.67,311,49438760
2026-08-06,AAPL,314.34,316.2894,309.23,312.41,46139900
2026-08-07,AAPL,311.45,314.81,310.74,313.33,34437190
2025-08-11,GOOG,201.555,202.16,199.8,201.63,16690240
2025-08-12,GOOG,202.095,205.13,201.4,204.16,19872000
2025-08-13,GOOG,204.98,205.43,198.64,203.03,19573040
2025-08-14,GOOG,202.56,205.42,202.3245,203.82,17777150
2025-08-15,GOOG,204.72,207.33,202.085,204.91,21111380
2025-08-18,GOOG,205.07,206.14,203.41,204.29,13000160
2025-08-19,GOOG,203.905,204.29,200.93,202.49,13476580
2025-08-20,GOOG,201.68,202.17,197.46,200.19,13971690
2025-08-21,GOOG,200.72,203.36,200.4,200.62,11768910
2025-08-22,GOOG,203.96,209.23,202.13,206.72,25723730
2025-08-25,GOOG,207,211.09,205.95,209.16,22788810
2025-08-26,GOOG,208.37,208.46,206.4501,207.95,23050970
2025-08-27,GOOG,206.46,209.57,206.39,208.21,15248980
2025-08-28,GOOG,207.84,212.9,207.6,212.37,20915710
2025-08-29,GOOG,211.27,215.34,210.97,213.53,24682220
2025-09-02,GOOG,208.99,212.369,206.96,211.99,28900070
2025-09-03,GOOG,226.48,231.8,225.12,231.1,72250270
2025-09-04,GOOG,230.155,232.77,226.76,232.66,32196010
2025-09-05,GOOG,232.66,236.1299,232.38,235.17,26127740
2025-09-08,GOOG,235.79,238.4,233.73,234.16,23128800
2025-09-09,GOOG,234.19,240.59,233.38,239.94,22854790
2025-09-10,GOOG,239.25,242.08,238.11,239.56,19990140
2025-09-11,GOOG,240.14,242.57,236.58,240.78,21308610
2025-09-12,GOOG,240.8,242.4227,238.5,241.38,14536590
2025-09-15,GOOG,245.14,252.7499,244.98,251.76,29935150
2025-09-16,GOOG,252.33,253.23,249.715,251.42,24493510
2025-09-17,GOOG,251.46,251.95,246.58,249.85,20491320
2025-09-18,GOOG,251.86,254.14,250.11,252.33,21166360
2025-09-19,GOOG,253.4,256.7,252.0675,255.24,41616840
2025-09-22,GOOG,254.78,256.31,250.81,252.88,20078980
2025-09-23,GOOG,253.655,254.77,251.09,252.34,17521090
2025-09-24,GOOG,252.15,252.96,247.22,247.83,16958510
2025-09-25,GOOG,244.84,247.315,241.65,246.57,17379790
2025-09-26,GOOG,247.785,250.12,246.64,247.18,16594610
2025-09-29,GOOG,248.275,251.6483,243.2,244.36,23157250
2025-09-30,GOOG,243.06,243.675,239.5707,243.55,22541190
2025-10-01,GOOG,241.18,247.15,239.2,245.54,23967660
2025-10-02,GOOG,245.64,247.635,243.105,246.43,20657520
2025-10-03,GOOG,245.23,247.1177,242.47,246.45,19941380
2025-10-06,GOOG,245.78,252.2,245.69,251.51,18309030
2025-10-07,GOOG,248.93,251.55,246.81,247.13,13811170
2025-10-08,GOOG,246.2,247.26,245.09,245.46,14136490
2025-10-09,GOOG,245.06,245.555,239.6801,242.21,19375720
2025-10-10,GOOG,242.16,244.84,236.685,237.49,22449080
2025-10-13,GOOG,241.03,244.99,240.75,244.64,12464970
2025-10-14,GOOG,241.755,248.025,241.1775,246.19,17705370
2025-10-15,GOOG,248.085,252.76,246.79,251.71,16048090
2025-10-16,GOOG,252.465,257.58,250.67,251.88,18945990
2025-10-17,GOOG,251.35,254.88,248.59,253.79,17653830
2025-10-20,GOOG,255.23,257.88,254.6,257.02,13726830
2025-10-21,GOOG,255.25,255.38,244.67,251.34,27836430
2025-10-22,GOOG,255.01,257.18,250.451,252.53,19650240
2025-10-23,GOOG,253.7,255.86,252.7683,253.73,13241320
2025-10-24,GOOG,257.3,262.51,256.1,260.51,18405970
2025-10-27,GOOG,265.36,270.8,264.94,269.93,22987660
2025-10-28,GOOG,270.2,271.38,267.17,268.43,20101160
2025-10-29,GOOG,268.61,275.97,268.43,275.17,26287850
2025-10-30,GOOG,291.72,291.93,280.45,281.9,48570030
2025-10-31,GOOG,283.205,286.285,277.523,281.82,29932810
2025-11-03,GOOG,282.42,285.94,280.3701,284.12,19691750
2025-11-04,GOOG,277.065,281.8336,276.865,278.06,18123710
2025-11-05,GOOG,279.38,286.7,277.88,284.75,20063220
2025-11-06,GOOG,285.735,288.81,281.62,285.34,23103780
2025-11-07,GOOG,284.21,284.5,275.74,279.7,21991130
2025-11-10,GOOG,285.265,291.46,283.54,290.59,19508190
2025-11-11,GOOG,288.2,292.34,287.88,291.74,14156730
2025-11-12,GOOG,292.085,292.36,284.38,287.43,16998820
2025-11-13,GOOG,282.985,283.51,278,279.12,18060220
2025-11-14,GOOG,271.895,279.15,271.41,276.98,18330490
2025-11-17,GOOG,286.4,294.52,284.23,285.6,34286090
2025-11-18,GOOG,288.485,289.435,279.01,284.96,29702230
2025-11-19,GOOG,287.685,304.25,287.67,292.99,43123600
2025-11-20,GOOG,304.74,306.89,289.17,289.98,34801370
2025-11-21,GOOG,296.87,303.96,294.36,299.65,43670590
2025-11-24,GOOG,311.01,319.8,309.4001,318.47,55311840
2025-11-25,GOOG,326.8,328.67,317.8164,323.64,50899310
2025-11-26,GOOG,320.78,324.99,317.2,320.28,29839580
2025-11-28,GOOG,323.43,326.88,316.94,320.12,19695810
2025-12-01,GOOG,317.475,319.63,313.98,315.12,28520590
2025-12-02,GOOG,316.9,318.6,314.22,316.02,24668180
2025-12-03,GOOG,316.03,322.04,314.28,320.62,32285100
2025-12-04,GOOG,323.045,323.099,315.59,318.39,20831600
2025-12-05,GOOG,320,323.83,319.98,322.09,15719850
2025-12-08,GOOG,321.03,321.23,311.91,314.45,22006890
2025-12-09,GOOG,313.1,318.7089,312.62,317.75,14151340
2025-12-10,GOOG,316.62,321.87,315.4,321,22764500
2025-12-11,GOOG,321.1,321.99,309.88,313.7,25912060
2025-12-12,GOOG,314.795,316.14,306.96,310.52,21264790
2025-12-15,GOOG,312.625,312.7,305.74,309.32,22028950
2025-12-16,GOOG,306,311.845,303.83,307.73,21285170
2025-12-17,GOOG,309.01,309.195,297.45,298.06,29120360
2025-12-18,GOOG,303.06,305.26,300.63,303.75,21040500
2025-12-19,GOOG,303.27,308.99,302.34,308.61,45234430
2025-12-22,GOOG,311.225,311.7,306.59,311.33,14091370
2025-12-23,GOOG,311.135,316.3,310.75,315.68,13961420
2025-12-24,GOOG,316.15,316.29,313.32,315.67,6138155
2025-12-26,GOOG,315.92,316.5599,313.72,314.96,6730944
2025-12-29,GOOG,312.82,314.97,311.9,314.39,12317690
2025-12-30,GOOG,313.41,317.7,313.25,314.55,11052500
2025-12-31,GOOG,313.37,315.39,312.2,313.8,10821500
2026-01-02,GOOG,317.59,322.9138,310.65,315.32,22043700
2026-01-05,GOOG,317.695,319.25,315.249,317.32,19934020
2026-01-06,GOOG,317.31,321.56,312.34,314.55,18989910
2026-01-07,GOOG,314.57,326.465,314.5,322.43,24681830
2026-01-08,GOOG,329.265,330.54,321.99,326.01,21789610
2026-01-09,GOOG,327.49,331.48,326.25,329.14,17917730
2026-01-12,GOOG,326.5,334.44,325.51,332.73,23893760
2026-01-13,GOOG,335.28,341.2,334.35,336.43,24616700
2026-01-14,GOOG,334.985,337.03,331.14,336.31,17839330
2026-01-15,GOOG,338.055,338.13,331.29,333.16,16424860
2026-01-16,GOOG,334.935,335.2399,328.17,330.34,21868620
2026-01-20,GOOG,321.24,328.09,320.89,322.16,27169850
2026-01-21,GOOG,321.095,332.725,319.5401,328.38,22791650
2026-01-22,GOOG,334.265,335.21,328.88,330.84,19902110
2026-01-23,GOOG,332.655,334.03,327.97,328.43,19110590
2026-01-26,GOOG,328.2,336.3499,327.49,333.59,18502450
2026-01-27,GOOG,335.63,338.215,333.75,335,16080920
2026-01-28,GOOG,336.61,337.63,332.13,336.28,17538480
2026-01-29,GOOG,340.35,342.29,326.72,338.66,24548300
2026-01-30,GOOG,334.46,340.29,332.64,338.53,21740200
2026-02-02,GOOG,336.55,345.165,336.01,344.9,22775220
2026-02-03,GOOG,348.515,350.15,338.59,340.7,25786530
2026-02-04,GOOG,343.755,344.25,329.37,333.34,36991090
2026-02-05,GOOG,313.2,332.644,306.92,331.33,51842000
2026-02-06,GOOG,327.35,330.64,320.15,323.1,33877010
2026-02-09,GOOG,321.24,327.74,317.7,324.4,26103260
2026-02-10,GOOG,320.91,321.63,314.66,318.63,25281930
2026-02-11,GOOG,318.96,321.045,310.13,311.33,24008070
2026-02-12,GOOG,312.35,316.48,308.15,309.37,28193960
2026-02-13,GOOG,307.985,308.89,303.9,306.02,20235950
2026-02-17,GOOG,300.64,304.89,296.9,302.82,23750760
2026-02-18,GOOG,302.432,305.91,301.98,303.94,15847700
2026-02-19,GOOG,302.52,306.03,300.67,303.56,13448630
2026-02-20,GOOG,304.8,316.76,304.42,314.9,33663140
2026-02-23,GOOG,319.14,319.455,309.99,311.69,17641180
2026-02-24,GOOG,310.64,312.37,306.09,310.92,15040660
2026-02-25,GOOG,312.12,313.66,309.36,313.03,20209080
2026-02-26,GOOG,312.805,313,302.41,307.15,22379980
2026-02-27,GOOG,303.94,312.08,303.5905,311.43,33389210
2026-03-02,GOOG,302.965,308.14,301.06,306.36,21854370
2026-03-03,GOOG,298.42,303.94,296.6994,303.56,20361130
2026-03-04,GOOG,302.685,305.46,300.8,303.45,20015600
2026-03-05,GOOG,303.2,303.37,298.07,300.91,22643880
2026-03-06,GOOG,296.072,300.33,295.25,298.3,17598000
2026-03-09,GOOG,294.135,306.5,293.93,306.01,19632740
2026-03-10,GOOG,305.875,309.15,305.31,306.93,14386420
2026-03-11,GOOG,306.3,311.069,305.84,308.42,13376680
2026-03-12,GOOG,306.21,308.64,300.84,303.21,15610190
2026-03-13,GOOG,306.655,307.26,299.7801,301.46,16857530
2026-03-16,GOOG,303.6,305.57,301.81,304.42,14822050
2026-03-17,GOOG,304.67,310.05,304.35,309.41,14423550
2026-03-18,GOOG,307.905,310.75,305.545,306.3,13848430
2026-03-19,GOOG,303.21,306.68,301,305.73,15399720
2026-03-20,GOOG,304.07,304.37,296.75,298.79,34763530
2026-03-23,GOOG,300.53,303.37,298.03,299.02,22204110
2026-03-24,GOOG,296.21,297.1,288.855,289.2,27411190
2026-03-25,GOOG,292.15,294.66,287.37,289.59,22343020
2026-03-26,GOOG,286.19,286.515,279.05,280.74,29281210
2026-03-27,GOOG,277.4,279.09,273.48,273.76,25703300
2026-03-30,GOOG,275.44,276.26,271.535,273.14,22752320
2026-03-31,GOOG,277.54,287.05,276.76,286.86,31625060
2026-04-01,GOOG,289.98,297.985,289.47,294.9,24403550
2026-04-02,GOOG,288.99,295.9,287.57,294.46,13433370
2026-04-06,GOOG,294.7,298.425,293.79,297.66,10121740
2026-04-07,GOOG,300.14,304.1,295.425,303.93,17317710
2026-04-08,GOOG,317.83,319.39,312.705,314.74,20887530
2026-04-09,GOOG,313.19,317.43,309.47,316.37,14606750
2026-04-10,GOOG,318.225,319.5,314.54,315.72,11997650
2026-04-13,GOOG,315.42,319.43,313.6901,319.21,12212810
2026-04-14,GOOG,322.065,330.64,321.15,330.58,18557480
2026-04-15,GOOG,330.56,335,328.66,334.47,15104100
2026-04-16,GOOG,335.85,337.38,331.6501,332.77,13949590
2026-04-17,GOOG,334.43,339.985,333.29,339.4,19683850
2026-04-20,GOOG,338.56,339.16,334.63,335.4,12897270
2026-04-21,GOOG,335.585,337.17,329.63,330.47,14623840
2026-04-22,GOOG,334.885,338.03,332.96,337.73,12954250
2026-04-23,GOOG,339.575,340.16,335.06,337.75,13442140
2026-04-24,GOOG,337.72,343.69,334.05,342.32,18260860
2026-04-27,GOOG,343.88,350.9,340.81,348.52,17443020
2026-04-28,GOOG,346.92,349.9,344.28,347.5,18502340
2026-04-29,GOOG,345.48,353.4,342.43,347.31,22232160
2026-04-30,GOOG,371.255,382.63,363.09,381.94,44570520
2026-05-01,GOOG,377.98,383.39,375.26,383.22,28047870
2026-05-04,GOOG,382.32,384.18,376.77,379.64,18275040
2026-05-05,GOOG,381.87,388.96,380.35,384.27,15432470
2026-05-06,GOOG,389.59,396.38,387.1,395.14,23097350
2026-05-07,GOOG,397.06,397.355,390.31,395.3,15153630
